REPORTER_DEA_NO	REPORTER_BUS_ACT	REPORTER_NAME	REPORTER_ADDL_CO_INFO	REPORTER_ADDRESS1	REPORTER_ADDRESS2	REPORTER_CITY	REPORTER_STATE	REPORTER_ZIP	REPORTER_COUNTY	BUYER_DEA_NO	BUYER_BUS_ACT	BUYER_NAME	BUYER_ADDL_CO_INFO	BUYER_ADDRESS1	BUYER_ADDRESS2	BUYER_CITY	BUYER_STATE	BUYER_ZIP	BUYER_COUNTY	TRANSACTION_CODE	DRUG_CODE	NDC_NO	DRUG_NAME	QUANTITY	UNIT	ACTION_INDICATOR	ORDER_FORM_NO	CORRECTION_NO	STRENGTH	TRANSACTION_DATE	CALC_BASE_WT_IN_GM	DOSAGE_UNIT	TRANSACTION_ID	Product_Name	Ingredient_Name	Measure	MME_Conversion_Factor	Combined_Labeler_Name	Revised_Company_Name	Reporter_family	dos_str
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9193	591038801	HYDROCODONE	1	null	null	null	null	null	7312012	0.15135	100	1207031281	HYDROCODONE BITARTARATE.2.5MG & ACET	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	2.5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	406055201	OXYCODONE	2	null	null	121618057	null	null	8162012	0.8965	200	1208019263	OXYCODONE HYDROCHLORIDE TABLETS 5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	603499121	OXYCODONE	1	null	null	123931945	null	null	10032012	1.34475	100	1210040603	OXYCODONE HCL 15MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	15
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	603499121	OXYCODONE	2	null	null	125064330	null	null	11132012	2.6895	200	1211040734	OXYCODONE HCL 15MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	15
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	406055201	OXYCODONE	3	null	null	125064353	null	null	12182012	1.34475	300	1212018441	OXYCODONE HYDROCHLORIDE TABLETS 5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	591093301	OXYCODONE	2	null	null	115811146	null	null	1112012	1.34475	200	1201035988	OXYCODONE.HCL/APAP 7.5MG/325MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	7.5
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	59011041510	OXYCODONE	2	null	null	120022335	null	null	3212012	2.6895	200	1203045844	OXYCONTIN 15MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	McKesson Corporation	15
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	591082501	OXYCODONE	2	null	null	121618082	null	null	4062012	1.793	200	1204028350	OXYCODONE.HCL 10MG / APAP 650MG TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	10
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	603499221	OXYCODONE	3	null	null	121618085	null	null	4102012	8.0685	300	1204034544	OXYCODONE HCL 30MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	30
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	406051205	OXYCODONE	2	null	null	121631902	null	null	6012012	4.4825	1000	1206013766	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	406051205	OXYCODONE	1	null	null	121618062	null	null	6262012	2.24125	500	1206014341	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	603499121	OXYCODONE	4	null	null	121631902	null	null	6012012	5.379	400	1206037516	OXYCODONE HCL 15MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	15
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	406051205	OXYCODONE	1	null	null	125064345	null	null	12052012	2.24125	500	1212016705	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	591082401	OXYCODONE	2	null	null	120022313	null	null	2102012	1.34475	200	1202027625	OXYCODONE.HCL/APAP TABLETS, 7.5MG/50	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	7.5
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	406055201	OXYCODONE	3	null	null	120022327	null	null	3282012	1.34475	300	1203014755	OXYCODONE HYDROCHLORIDE TABLETS 5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5
PG0149650	DISTRIBUTOR	AMERICAN SALES COMPANY	null	7110 AMBASSADOR ROAD	null	BALTIMORE	MD	21244	BALTIMORE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9193	603389021	HYDROCODONE	2	null	null	null	null	null	1272012	0.6054	200	9244	HYDROCODONE BITARTRATE 5MG/ACETAMINO	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	American Sales Company	5
PG0149650	DISTRIBUTOR	AMERICAN SALES COMPANY	null	7110 AMBASSADOR ROAD	null	BALTIMORE	MD	21244	BALTIMORE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9193	603389021	HYDROCODONE	2	null	null	null	null	null	3192012	0.6054	200	6086	HYDROCODONE BITARTRATE 5MG/ACETAMINO	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	American Sales Company	5
PG0149650	DISTRIBUTOR	AMERICAN SALES COMPANY	null	7110 AMBASSADOR ROAD	null	BALTIMORE	MD	21244	BALTIMORE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9193	603389021	HYDROCODONE	1	null	null	null	null	null	4062012	0.3027	100	1975	HYDROCODONE BITARTRATE 5MG/ACETAMINO	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	American Sales Company	5
PG0149650	DISTRIBUTOR	AMERICAN SALES COMPANY	null	7110 AMBASSADOR ROAD	null	BALTIMORE	MD	21244	BALTIMORE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9193	406036701	HYDROCODONE	2	null	null	null	null	null	7132012	1.2108	200	3786	HYDROCODONE BIT/ACETA 10MG/325MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	SpecGx LLC	Mallinckrodt	American Sales Company	10
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	406055201	OXYCODONE	4	null	null	120022348	null	null	2232012	1.793	400	1202016543	OXYCODONE HYDROCHLORIDE TABLETS 5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	53746020401	OXYCODONE	5	null	null	120022340	null	null	3022012	4.4825	500	1203042110	OXYCODONE HCL/ACETAMINOPHEN TABS 10M	OXYCODONE HYDROCHLORIDE	TAB	1.5	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	McKesson Corporation	10
PG0149650	DISTRIBUTOR	AMERICAN SALES COMPANY	null	7110 AMBASSADOR ROAD	null	BALTIMORE	MD	21244	BALTIMORE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9193	603389021	HYDROCODONE	1	null	null	null	null	null	4022012	0.3027	100	51	HYDROCODONE BITARTRATE 5MG/ACETAMINO	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	American Sales Company	5
PG0149650	DISTRIBUTOR	AMERICAN SALES COMPANY	null	7110 AMBASSADOR ROAD	null	BALTIMORE	MD	21244	BALTIMORE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9193	603389021	HYDROCODONE	1	null	null	null	null	null	10192012	0.3027	100	6529	HYDROCODONE BITARTRATE 5MG/ACETAMINO	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	American Sales Company	5
PG0149650	DISTRIBUTOR	AMERICAN SALES COMPANY	null	7110 AMBASSADOR ROAD	null	BALTIMORE	MD	21244	BALTIMORE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9193	603389021	HYDROCODONE	1	null	null	null	null	null	12032012	0.3027	100	64	HYDROCODONE BITARTRATE 5MG/ACETAMINO	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	American Sales Company	5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	591093301	OXYCODONE	2	null	null	121631881	null	null	7202012	1.34475	200	1207032792	OXYCODONE.HCL/APAP 7.5MG/325MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	7.5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	603499121	OXYCODONE	2	null	null	123931956	null	null	8272012	2.6895	200	1208041687	OXYCODONE HCL 15MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	15
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	406051205	OXYCODONE	2	null	null	125064330	null	null	11132012	4.4825	1000	1211017146	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	60951031070	OXYCODONE	2	null	null	120022321	null	null	1312012	0.86700515	200	1201071520	ENDODAN OXYCODONE & ASP, USP 4.8355M	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	4.8355
PG0149650	DISTRIBUTOR	AMERICAN SALES COMPANY	null	7110 AMBASSADOR ROAD	null	BALTIMORE	MD	21244	BALTIMORE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9193	406036701	HYDROCODONE	1	null	null	null	null	null	1132012	0.6054	100	4282	HYDROCODONE BIT/ACETA 10MG/325MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	SpecGx LLC	Mallinckrodt	American Sales Company	10
PG0149650	DISTRIBUTOR	AMERICAN SALES COMPANY	null	7110 AMBASSADOR ROAD	null	BALTIMORE	MD	21244	BALTIMORE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9193	603389721	HYDROCODONE	1	null	null	null	null	null	3132012	0.136215	30	4759	HYDROCODONE BIT/IBUPROFEN 7.5MG/200M	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	American Sales Company	7.5
PG0149650	DISTRIBUTOR	AMERICAN SALES COMPANY	null	7110 AMBASSADOR ROAD	null	BALTIMORE	MD	21244	BALTIMORE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9193	603389121	HYDROCODONE	1	null	null	null	null	null	4092012	0.45405	100	2417	HYDROCODONE BITARTRATE/ACETA 7.5MG/3	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	American Sales Company	7.5
PG0149650	DISTRIBUTOR	AMERICAN SALES COMPANY	null	7110 AMBASSADOR ROAD	null	BALTIMORE	MD	21244	BALTIMORE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9193	406036701	HYDROCODONE	1	null	null	null	null	null	6042012	0.6054	100	386	HYDROCODONE BIT/ACETA 10MG/325MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	SpecGx LLC	Mallinckrodt	American Sales Company	10
PG0149650	DISTRIBUTOR	AMERICAN SALES COMPANY	null	7110 AMBASSADOR ROAD	null	BALTIMORE	MD	21244	BALTIMORE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9193	603389021	HYDROCODONE	1	null	null	null	null	null	6222012	0.3027	100	6055	HYDROCODONE BITARTRATE 5MG/ACETAMINO	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	American Sales Company	5
PG0149650	DISTRIBUTOR	AMERICAN SALES COMPANY	null	7110 AMBASSADOR ROAD	null	BALTIMORE	MD	21244	BALTIMORE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9193	406036701	HYDROCODONE	1	null	null	null	null	null	6262012	0.6054	100	7351	HYDROCODONE BIT/ACETA 10MG/325MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	SpecGx LLC	Mallinckrodt	American Sales Company	10
PG0149650	DISTRIBUTOR	AMERICAN SALES COMPANY	null	7110 AMBASSADOR ROAD	null	BALTIMORE	MD	21244	BALTIMORE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9193	406035801	HYDROCODONE	1	null	null	null	null	null	9072012	0.45405	100	1677	HYDROCODONE BIT/ACETA 7.5MG/500MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	SpecGx LLC	Mallinckrodt	American Sales Company	7.5
PG0149650	DISTRIBUTOR	AMERICAN SALES COMPANY	null	7110 AMBASSADOR ROAD	null	BALTIMORE	MD	21244	BALTIMORE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9193	603388128	HYDROCODONE	1	null	null	null	null	null	9102012	1.5135	500	2062	HYDROCODONE.BIT. & ACETA  5MG & 500M	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	American Sales Company	5
PG0149650	DISTRIBUTOR	AMERICAN SALES COMPANY	null	7110 AMBASSADOR ROAD	null	BALTIMORE	MD	21244	BALTIMORE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9193	406035801	HYDROCODONE	2	null	null	null	null	null	12032012	0.9081	200	61	HYDROCODONE BIT/ACETA 7.5MG/500MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	SpecGx LLC	Mallinckrodt	American Sales Company	7.5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	591093301	OXYCODONE	3	null	null	121618074	null	null	4162012	2.017125	300	1204028906	OXYCODONE.HCL/APAP 7.5MG/325MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	7.5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	53746020401	OXYCODONE	4	null	null	121618079	null	null	4092012	3.586	400	1204046350	OXYCODONE HCL/ACETAMINOPHEN TABS 10M	OXYCODONE HYDROCHLORIDE	TAB	1.5	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	McKesson Corporation	10
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	406055201	OXYCODONE	2	null	null	121618067	null	null	5022012	0.8965	200	1205019093	OXYCODONE HYDROCHLORIDE TABLETS 5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	406055201	OXYCODONE	4	null	null	121618062	null	null	6262012	1.793	400	1206016530	OXYCODONE HYDROCHLORIDE TABLETS 5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	406055201	OXYCODONE	6	null	null	121631878	null	null	7172012	2.6895	600	1207017366	OXYCODONE HYDROCHLORIDE TABLETS 5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	406055201	OXYCODONE	2	null	null	123931953	null	null	8212012	0.8965	200	1208019499	OXYCODONE HYDROCHLORIDE TABLETS 5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	406051205	OXYCODONE	2	null	null	123931968	null	null	9132012	4.4825	1000	1209015728	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	63481062870	OXYCODONE	1	null	null	123931936	null	null	10152012	0.672375	100	1210075072	PERCOCET TABLETS OXYCODONE HCL 7.5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	McKesson Corporation	7.5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AG1060033	CHAIN PHARMACY	GIANT PHARMACY 167	null	948 BAY RIDGE ROAD	null	ANNAPOLIS	MD	21403	ANNE ARUNDEL	S	9143	59011044010	OXYCODONE	1	null	null	125064352	null	null	12172012	3.586	100	1212061229	OXYCONTIN 40MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	McKesson Corporation	40
